uni,major,depart,course,eng_name,fee,round1,round2,round3,round4,lat,lon
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,เทคโนโลยีชีวภาพ,หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีชีวภาพ) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Sc.(Biotechnology),152000,114,35,30,20,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,เทคโนโลยีการอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีอาหาร) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Sc.(FoodTechnology),280000,10,5,5,20,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,เทคโนโลยีการอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีอาหาร) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Sc.(FoodTechnology),152000,94,30,40,20,13.7796,100.4906
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Industrial Engineering,200000,40,5,18,0,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Environmental Engineering,200000,25,10,26,0,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมโลจิสติกส์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์ (หลักสูตร 2 ภาษา) (สองภาษา/สามภาษา) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Logistics Engineering,320000,40,5,43,12,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Civil Engineering,200000,30,10,21,0,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า สาขาวิชาวิชาเอกวิศวกรรมโทรคมนาคมและเทคโนโลยีสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Electrical Engineering,200000,30,5,34,0,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า สาขาวิชาวิชาเอกวิศวกรรมไฟฟ้ากำลัง (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Electrical Engineering,200000,30,5,13,4,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมซอฟต์แวร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมด้านความปลอดภัยไซเบอร์ (หลักสูตรนานาชาติ) (Double Degree - นานาชาติ ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Cyber Security Engineering (International program),80000,12,2,17,16,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมชีวการแพทย์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์ (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Biomedical Engineering,200000,30,10,36,70,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Mechanical Engineering,200000,60,10,26,0,13.7537,100.5625
มหาวิทยาลัยศรีนครินทรวิโรฒ,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,Bachelor of Engineering Program in Chemical Engineering,200000,40,5,12,0,13.7537,100.5625
